species_slug,dexnum_int,entry_order,flavor_text_en
cloyster,91,7,"It swims in the sea by swallowing water, then jetting it out toward the rear. The CLOYSTER shoots spikes from its shell using the same system."
cloyster,91,8,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking."
cloyster,91,9,It fights by keeping its shell tightly shut for protection and by shooting spikes to repel foes.
cloyster,91,10,"Once it slams its shell shut, it is impossible to open, even by those with superior strength."
cloyster,91,11,"Cloyster that live in seas with harsh tidal currents grow large, sharp spikes on their shells."
cloyster,91,12,"Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system."
cloyster,91,13,Its hard shell cannot be shattered—not even by a bomb. The contents of the shell remain unknown.
cloyster,91,14,Excavation of the tombs of ancient hunting tribes has turned up many spears tipped with spikes that had fallen off this Pokémon’s shell.
cloyster,91,15,"If areas of Cloyster’s very hard shell get damaged, those areas swell, gradually growing into large sharp spikes."
cloyster,91,16,Slowpoke tails are its favorite food. It has even been known to come up on land to look for Slowpoke from time to time.
cloyster,91,17,"For protection, it uses its harder-than-diamond shell. It also shoots spikes from the shell."
gastly,92,1,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice."
gastly,92,2,"Said to appear in decrepit, deserted buildings. It has no real shape as it appears to be made of a gas."
gastly,92,3,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind."
gastly,92,4,Its thin body is made of gas. It can envelop an opponent of any size and cause suffocation.
gastly,92,5,"It wraps its op­ ponent in its gas- like body, slowly weakening its prey by poisoning it through the skin."
gastly,92,6,"GASTLY is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this POKéMON cluster under the eaves of houses to escape the ravages of wind."
gastly,92,7,"When exposed to a strong wind, a GASTLY’s gaseous body quickly dwindles away. They cluster under the eaves of houses to escape the ravages of wind."
gastly,92,8,A being that exists as a thin gas. It can topple an Indian elephant by enveloping the prey in two seconds.
gastly,92,9,"This Pokémon’s body is 95% made up of gases, which are blown away by strong gusts of wind."
gastly,92,10,A Pokémon born from poison gases. It defeats even the largest foes by enveloping them in gas.
gastly,92,11,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
gastly,92,12,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation."
gastly,92,13,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind."
gastly,92,14,"Should a strange light be seen flickering in an abandoned building, Gastly is lurking there."
gastly,92,15,"Although Gastly is barely visible, when it’s near, a faint sweet smell lingers."
gastly,92,16,It’s said that gas emanating from a graveyard was possessed by the grievances of the deceased and thus became a Pokémon.
gastly,92,17,Poisonous gas comprises 95% of its body. It’s said that the remaining 5% is made up of the souls of those who died from the gas.
gastly,92,18,"Said to appear in decrepit, deserted buildings. It has no real shape, as it appears to be made of a gas."
gastly,92,19,Gaseous and completely impalpable. Also highly dangerous— inhaling part of its poisonous body will cause one to faint instantly.
haunter,93,1,"Because of its ability to slip through block walls, it is said to be from an­ other dimension."
haunter,93,2,"By licking, it saps the victim's life. It causes shaking that won't stop until the victim's demise."
haunter,93,3,"In total darkness, where nothing is visible, HAUNTER lurks, silently stalking its next victim."
haunter,93,4,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death even­ tually comes."
haunter,93,5,"It hides in the dark, planning to take the life of the next living thing that wanders close by."
haunter,93,6,"HAUNTER is a dangerous POKéMON. If one beckons you while floating in darkness, you must never approach it. This POKéMON will try to lick you with its tongue and steal your life away."
haunter,93,7,"If a HAUNTER beckons you while it is floating in darkness, don’t approach it. This POKéMON will try to lick you with its tongue and steal your life away."
haunter,93,8,"If you get the feeling of being watched in darkness when nobody is around, HAUNTER is there."
haunter,93,9,"Because of its ability to slip through block walls, it is said to be from another dimension."
haunter,93,10,It can slip through any obstacle. It lurks inside walls to keep an eye on its foes.
haunter,93,11,It licks with its gaseous tongue to steal the victim’s life force. It lurks in darkness for prey.
haunter,93,12,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.
haunter,93,13,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes."
haunter,93,14,"If you get the feeling of being watched in darkness when nobody is around, Haunter is there."
haunter,93,15,"Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away."
haunter,93,16,It strikes at humans from total darkness. Those licked by its cold tongue grow weaker with each passing day until they die.
haunter,93,17,It fears the light and revels in the dark. It may be on the verge of extinction in cities that stay brightly lit at night.
haunter,93,18,"On moonless nights, Haunter searches for someone to curse, so it’s best not to go out walking around."
haunter,93,19,"It’s dangerous to go outside alone on nights when you’re feeling sad. Haunter will catch you, and you won’t be able to go back home."
haunter,93,20,"By licking, it saps the victim’s life. It causes shaking that won’t stop until the victim’s demise."
haunter,93,21,"This frightful, malevolent spirit can glide through walls, appearing wherever it likes. According to rumor, victims of a Haunter's lick will wither to death day by day."
gengar,94,1,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright."
gengar,94,2,A GENGAR is close by if you feel a sudden chill. It may be trying to lay a curse on you.
gengar,94,3,"It steals heat from its surround­ ings. If you feel a sudden chill, it is certain that a GENGAR appeared."
gengar,94,4,"To steal the life of its target, it slips into the prey's shadow and silently waits for an opportunity."
gengar,94,5,"Hiding in people's shadows at night, it absorbs their heat. The chill it causes makes the victims shake."
gengar,94,6,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a GENGAR running past you, pretending to be your shadow."
gengar,94,7,"Deep in the night, your shadow cast by a streetlight may suddenly overtake you. It is actually a GENGAR running past you, pretending to be your shadow."
gengar,94,8,It is said to emerge from darkness to steal the lives of those who become lost in mountains.
gengar,94,9,"On the night of a full moon, if shadows move on their own and laugh, it must be GENGAR’s doing."
gengar,94,10,"It hides in shadows. It is said that if GENGAR is hiding, it cools the area by nearly 10 degrees F."
gengar,94,11,"Lurking in the shadowy corners of rooms, it awaits chances to steal its prey’s life force."
gengar,94,12,The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.
gengar,94,13,"It steals heat from its surroundings. If you feel a sudden chill, it is certain that a GENGAR appeared."
gengar,94,14,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity."
gengar,94,15,The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.
gengar,94,16,"It hides in shadows. It is said that if Gengar is hiding, it cools the area by nearly 10 degrees Fahrenheit."
gengar,94,17,"Hiding in people’s shadows at night, it absorbs their heat. The chill it causes makes the victims shake."
gengar,94,18,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow."
gengar,94,19,"Should you feel yourself attacked by a sudden chill, it is evidence of an approaching Gengar. There is no escaping it. Give up."
gengar,94,20,"It apparently wishes for a traveling companion. Since it was once human itself, it tries to create one by taking the lives of other humans."
gengar,94,21,You can hear tales told all over the world about how Gengar will pay a visit to children who are naughty.
gengar,94,22,Even your home isn’t safe. Gengar will lurk in whatever dark corner of a room it can find and wait for its chance to catch its prey.
gengar,94,23,A Gengar is close by if you feel a sudden chill. It may be trying to lay a curse on you.
gengar,94,24,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing."
gengar,94,25,"Possesses potential victims' shadows in an effort to steal away the victims' lives. If your shadow begins to laugh, you must take hold of a protective charm posthaste!"
onix,95,1,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black."
onix,95,2,Burrows at high speed in search of food. The tunnels it leaves are used as homes by DIGLETTs.
onix,95,3,It twists and squirms through the ground. The thunderous roar of its tunneling echoes a long way.
onix,95,4,"It rapidly bores through the ground at 50 mph by squirming and twisting its mas­ sive, rugged body."
onix,95,5,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid."
onix,95,6,"ONIX has a magnet in its brain. It acts as a compass so that this POKéMON does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
onix,95,7,"There is a magnet in its brain that prevents an ONIX from losing direction while tunneling. As it grows older, its body becomes steadily rounder and smoother."
onix,95,8,It usually lives underground. It searches for food while boring its way through the ground at 50 miles per hour.
onix,95,9,"As it grows, the stone portions of its body harden to become similar to black-colored diamonds."
onix,95,10,"When it travels underground, it causes rumbling and tremors. It can move at 50 mph."
onix,95,11,It squirms through the ground using its long and rugged body. It always eats while burrowing.
onix,95,12,It burrows through the ground at a speed of 50 mph while feeding on large boulders.
onix,95,13,"It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body."
onix,95,14,"Opening its large mouth, it ingests massive amounts of soil and creates long tunnels."
onix,95,15,Burrows at high speed in search of food. The tunnels it leaves are used as homes by Diglett.
onix,95,16,"Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother."
onix,95,17,"This chain of immense stones resembles a giant serpent. Tremors shake the earth above as it burrows deep beneath the ground, feeding on boulders as it goes."
drowzee,96,1,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.
drowzee,96,2,"If you sleep by it all the time, it will sometimes show you dreams it has eaten in the past."
drowzee,96,3,"If you think that you had a good dream, but you can't remember it, a DROWZEE has probably eaten it."
drowzee,96,4,It remembers every dream it eats. It rarely eats the dreams of adults because children's are much tastier.
drowzee,96,5,"When it twitches its nose, it can tell where someone is sleeping and what that person is dreaming about."
drowzee,96,6,"If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these POKéMON is standing above your pillow and trying to eat your dream through your nostrils."
drowzee,96,7,"If your nose becomes itchy while you are sleeping, it’s a sure sign that a DROWZEE is standing above your pillow and trying to eat your dream through your nostrils."
drowzee,96,8,"A descendent of the legendary animal baku, which is said to eat dreams. It is skilled at hypnotism."
drowzee,96,9,"Puts enemies to sleep, then eats their dreams. Occasionally gets sick from eating only bad dreams."
drowzee,96,10,It can tell what people are dreaming by sniffing with its big nose. It loves fun dreams.
drowzee,96,11,"If you think that you had a good dream but you can’t remember it, a DROWZEE has probably eaten it."
drowzee,96,12,It remembers every dream it eats. It rarely eats the dreams of adults because children’s are much tastier.
drowzee,96,13,"If you think that you had a good dream but you can’t remember it, a Drowzee has probably eaten it."
drowzee,96,14,"If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils."
drowzee,96,15,"A Pokémon that nourishes itself by eating dreams, it is thought to share common ancestry with Munna and Musharna."
drowzee,96,16,"It finds really fun dreams tasty. When it makes friends with people, it may show them the most delicious dreams it’s ever eaten."
drowzee,96,17,"It can be spotted near recreational facilities, intending to eat the pleasant dreams of children who enjoyed themselves there that day."
drowzee,96,18,"It puts its prey to sleep and devours their dreams. It seems that bad dreams taste sour, so Drowzee doesn’t particularly like eating them."
drowzee,96,19,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past."
hypno,97,1,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION."
hypno,97,2,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.
hypno,97,3,"When it is very hungry, it puts humans it meets to sleep, then it feasts on their dreams."
hypno,97,4,"Always holding a pendulum that it rocks at a steady rhythm, it causes drowsiness in any­ one nearby."
hypno,97,5,"The longer it swings its pendulum, the longer the effects of its hypnosis last."
hypno,97,6,"HYPNO holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this POKéMON searches for prey, it polishes the pendulum."
hypno,97,7,"The arcing movement and glitter of the pendulum in a HYPNO’s hand lull the foe into deep hypnosis. While searching for prey, it polishes the pendulum."
hypno,97,8,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.
hypno,97,9,"Seeing its swinging pendulum can induce sleep in three seconds, even in someone who just woke up."
hypno,97,10,"Always holding a pendulum that it swings at a steady rhythm, it causes drowsiness in anyone nearby."
hypno,97,11,"Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum."
hypno,97,12,"While it is an extremely dangerous Pokémon, people who are in need of a good, sound sleep call it their savior."
hypno,97,13,"As a matter of course, it makes anyone it meets fall asleep and has a taste of their dreams. Anyone having a good dream, it carries off."
hypno,97,14,"In Alola, Komala is Hypno’s main target. It rarely harms people."
hypno,97,15,There are some Hypno that assist doctors with patients who can’t sleep at night in hospitals.
krabby,98,1,"Its pincers are not only powerful weapons, they are used for balance when walking sideways."
krabby,98,2,"Its pincers are superb weapons. They sometimes break off during battle, but they grow back fast."
krabby,98,3,"If it senses dan­ ger approaching, it cloaks itself with bubbles from its mouth so it will look bigger."
krabby,98,4,"The pincers break off easily. If it loses a pincer, it somehow becomes incapable of walk­ ing sideways."
krabby,98,5,"If it is unable to find food, it will absorb nutrients by swallowing a mouthful of sand."
krabby,98,6,"KRABBY live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these POKéMON can be seen squabbling with each other over territory."
krabby,98,7,"KRABBY live in holes dug into beaches. On sandy shores with little in the way of food, they can be seen squabbling with each other over territory."
krabby,98,8,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.
krabby,98,9,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.
krabby,98,10,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger."
krabby,98,11,"The pincers break off easily. If it loses a pincer, it somehow becomes incapable of walking sideways."
krabby,98,12,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory."
kingler,99,1,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use."
kingler,99,2,"One claw grew massively and as hard as steel. It has 10,000-HP strength. However, it is too heavy."
kingler,99,3,"It can hardly lift its massive, overgrown pincer. The pincer's size makes it difficult to aim properly."
kingler,99,4,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its bal­ ance and staggers."
kingler,99,5,"Its oversized claw is very powerful, but when it's not in battle, the claw just gets in the way."
kingler,99,6,"KINGLER has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the POKéMON quickly tires."
kingler,99,7,"It waves its huge, oversized claw in the air to communicate with others. But since the claw is so heavy, this POKéMON quickly tires."
kingler,99,8,"Its large and hard pincer has 10,000- horsepower strength. However, being so big, it is unwieldy to move."
kingler,99,9,"The large pincer has 10,000-horsepower crushing force. However, its huge size makes it unwieldy to use."
kingler,99,10,"The larger pincer has 10,000- horsepower strength. However, it is so heavy, it is difficult to aim."
kingler,99,11,"It can hardly lift its massive, overgrown pincer. The pincer’s size makes it difficult to aim properly."
kingler,99,12,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its balance and staggers."
kingler,99,13,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
kingler,99,14,"Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires."
kingler,99,15,"One claw grew massively and is as hard as steel. It has 10,000-horsepower strength. However, it is too heavy."
kingler,99,16,"Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way."
voltorb,100,1,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people."
voltorb,100,2,It is said to camouflage itself as a POKé BALL. It will self-destruct with very little stimulus.
voltorb,100,3,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode."
voltorb,100,4,It was discovered when POKé BALLS were introduced. It is said that there is some connection.
voltorb,100,5,"During the study of this POKéMON, it was discovered that its compo­ nents are not found in nature."
voltorb,100,6,VOLTORB was first sighted at a company that manufactures POKé BALLS. The link between that sighting and the fact that this POKéMON looks very similar to a POKé BALL remains a mystery.
voltorb,100,7,VOLTORB is extremely sensitive - it explodes at the slightest of shocks. It is rumored that it was first created when a POKé BALL was exposed to a powerful pulse of energy.
voltorb,100,8,"It bears an uncanny and unexplained resemblance to a POKé BALL. Because it explodes at the slightest shock, even veteran TRAINERS treat it with caution."
voltorb,100,9,A life-form whose identity is unknown. It is said to SCREECH or suddenly SELFDESTRUCT.
voltorb,100,10,"Usually found in power plants. Easily mistaken for a POKé BALL, it has zapped many people."
voltorb,100,11,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on touch.
voltorb,100,12,It was discovered when Poké Balls were introduced. It is said that there is some connection.
voltorb,100,13,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on contact.
voltorb,100,14,"Usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people."
voltorb,100,15,Voltorb was first sighted at a company that manufactures Poké Balls. The link between that sighting and the fact that this Pokémon looks very similar to a Poké Ball remains a mystery.
voltorb,100,16,Voltorb is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.
voltorb,100,17,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.
voltorb,100,18,"An enigmatic Pokémon that happens to bear a resemblance to a Poké Ball. When excited, it discharges the electric current it has stored in its belly, then lets out a great, uproarious laugh."
electrode,101,1,It stores electric energy under very high pressure. It often explodes with little or no provocation.
electrode,101,2,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.
electrode,101,3,"It is dangerous. If it has too much electricity and has nothing to do, it amuses itself by exploding."
electrode,101,4,It stores an over­ flowing amount of electric energy inside its body. Even a small shock makes it explode.
electrode,101,5,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode."
electrode,101,6,"ELECTRODE eats electricity in the atmosphere. On days when lightning strikes, you can see this POKéMON exploding all over the place from eating too much electricity."
electrode,101,7,One of ELECTRODE’s characteristics is its attraction to electricity. It is a problematical POKéMON that congregates mostly at electrical power plants to feed on electricity that has just been generated.
electrode,101,8,"They appear in great numbers at electric power plants. Because they feed on electricity, they cause massive and chaotic blackouts in nearby cities."
electrode,101,9,"It explodes in response to even minor stimuli. It is feared, with the nickname of “The Bomb Ball.”"
electrode,101,10,It is known to drift on winds if it is bloated to bursting with stored electricity.
electrode,101,11,It stores an overflowing amount of electric energy inside its body. Even a small shock makes it explode.
electrode,101,12,"Electrode eats electricity in the atmosphere. On days when lightning strikes, you can see this Pokémon exploding all over the place from eating too much electricity."
electrode,101,13,One of Electrode’s characteristics is its attraction to electricity. It is a problematical Pokémon that congregates mostly at electrical power plants to feed on electricity that has just been generated.
electrode,101,14,"The tissue on the surface of its body is curiously similar in composition to an Apricorn. When irritated, this Pokémon lets loose an electric current equal to 20 lightning bolts."
exeggcute,102,1,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
exeggcute,102,2,The heads attract each other and spin around. There must be 6 heads for it to maintain balance.
exeggcute,102,3,"The shell is very durable. Even if it cracks, it can survive without spilling the contents."
exeggcute,102,4,"Using telepathy only they can receive, they always form a cluster of six EXEGGCUTE."
exeggcute,102,5,"If even one is separated from the group, the energy bond between the six will make them rejoin instantly."
exeggcute,102,6,"This POKéMON consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, EXEGGCUTE is close to evolution."
exeggcute,102,7,"It consists of six eggs that care for each other. The eggs attract each other and spin around. When cracks increasingly appear, it is close to evolution."
exeggcute,102,8,"Even though it appears to be eggs of some sort, it was discovered to be a life- form more like plant seeds."
exeggcute,102,9,"It is often mistaken for eggs. When disturbed, they quickly gather and attack in swarms."
exeggcute,102,10,Its six eggs converse using telepathy. They can quickly gather if they become separated.
exeggcute,102,11,"Their shells are very durable. Even if they crack, they can survive without spilling their contents."
exeggcute,102,12,"Using telepathy only they can employ, they always form a cluster of six EXEGGCUTE."
exeggcute,102,13,"Even though it appears to be eggs of some sort, it was discovered to be a life-form more like plant seeds."
exeggcute,102,14,"This Pokémon consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, Exeggcute is close to evolution."
exeggcute,102,15,Its six eggs use telepathy to communicate among themselves. It is believed to carry plant genes and the genes of other species.
exeggcute,102,16,"Six of them together form a full-fledged Pokémon. It’s often hunted by Crabrawler, but uses psychokinesis to drive it off."
exeggcute,102,17,"Six of them form a single Pokémon. Should one of the six be lost, the next morning there will once more be six."
exeggcute,102,18,"Although they are the same size as other Exeggcute, the ones produced in Alola are quite heavy. Their shells are packed full."
exeggcute,102,19,The heads attract each other and spin around. There must be six heads for it to maintain balance.
exeggcute,102,20,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently."
exeggcute,102,21,"These Pokémon get nervous when they’re not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly."
exeggutor,103,1,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
exeggutor,103,2,Its cries are very noisy. This is because each of the 3 heads thinks about whatever it likes.
exeggutor,103,3,"Its three heads think independent­ ly. However, they are friendly and never appear to squabble."
exeggutor,103,4,"If a head drops off, it emits a telepathic call in search of others to form an EXEGGCUTE cluster."
exeggutor,103,5,Living in a good environment makes it grow lots of heads. A head that drops off becomes an EXEGGCUTE.
exeggutor,103,6,"EXEGGUTOR originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form EXEGGCUTE."
exeggutor,103,7,"Originally from the tropics, EXEGGUTOR’s heads grow larger from exposure to strong sunlight. It is said that when the heads fall, they group to form an EXEGGCUTE."
exeggutor,103,8,It is called “The Walking Tropical Rainforest.” Each of the nuts has a face and a will of its own.
exeggutor,103,9,"It is said that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE."
exeggutor,103,10,"It is called “The Walking Jungle.” If a head grows too big, it falls off and becomes an EXEGGCUTE."
exeggutor,103,11,"Its three heads think independently. However, they are friendly and never appear to squabble."
exeggutor,103,12,"It is called “The Walking Jungle.” If a head grows too big, it falls off and becomes an Exeggcute."
exeggutor,103,13,"Exeggutor originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form Exeggcute."
exeggutor,103,14,Each of its heads has its own will. They use telepathy to discuss their plans before coming to a joint decision.
exeggutor,103,15,"When the time comes, one of its three heads falls off. Before long, the fallen head grows into an Exeggcute."
exeggutor,103,16,"It engages its enemies using psychic powers. Each of its three heads fires off psychokinetic energy, tripling its power."
exeggutor,103,17,"Each of its three heads has its own thoughts. When they want to go in different directions, Exeggutor becomes unable to move."
exeggutor,103,18,Its cries are very noisy. This is because each of the three heads thinks about whatever it likes.
exeggutor,103,19,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.
exeggutor,103,20,"When they work together, Exeggutor’s three heads can put out powerful psychic energy. Cloudy days make this Pokémon sluggish."
cubone,104,1,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face."
cubone,104,2,Wears the skull of its deceased mother. Its cries echo inside the skull and come out as a sad melody.
cubone,104,3,"If it is sad or lonely, the skull it wears shakes, and emits a plain­ tive and mournful sound."
cubone,104,4,"It always wears the skull of its dead mother, so no one has any idea what its hidden face looks like."
cubone,104,5,"It lost its mother after its birth. It wears its mother's skull, never revealing its true face."
cubone,104,6,"CUBONE pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the POKéMON wears are made by the tears it sheds."
cubone,104,7,"It pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull it wears are from its tears."
cubone,104,8,"It wears the skull of its dead mother on its head. When it becomes lonesome, it is said to cry loudly."
cubone,104,9,"Because it never removes its skull helmet, no one has ever seen this POKéMON’s real face."
cubone,104,10,"When it thinks of its dead mother, it cries. Its crying makes the skull it wears rattle hollowly."
cubone,104,11,"If it is sad or lonely, the skull it wears shakes and emits a plaintive and mournful sound."
cubone,104,12,"Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokémon wears are made by the tears it sheds."
cubone,104,13,"When it thinks of its deceased mother, it weeps loudly. Mandibuzz that hear its cries will attack it from the air."
cubone,104,14,"The skull it wears on its head is that of its dead mother. According to some, it will evolve when it comes to terms with the pain of her death."
cubone,104,15,"At night, it weeps loudly for its dead mother, but those cries only attract its natural enemy—Mandibuzz."
cubone,104,16,"It wears its mother’s skull on its head, so no one knows what its bare face looks like. However, it’s clear that it’s always crying."
cubone,104,17,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head."
cubone,104,18,"This Pokémon wears the skull of its deceased mother. Sometimes Cubone’s dreams make it cry, but each tear Cubone sheds makes it stronger."
marowak,105,1,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.
marowak,105,2,"Small and weak, this POKéMON is adept with its bone club. It has grown more vicious over the ages."
marowak,105,3,It has been seen pounding boulders with the bone it carries in order to tap out mes­ sages to others.
marowak,105,4,"It collects bones from an unknown place. A MAROWAK graveyard exists somewhere in the world, rumors say."
marowak,105,5,Somewhere in the world is a ceme­ tery just for MAROWAK. It gets its bones from those graves.
marowak,105,6,MAROWAK is the evolved form of a CUBONE that has overcome its sadness at the loss of its mother and grown tough. This POKéMON’s tempered and hardened spirit is not easily broken.
marowak,105,7,A MAROWAK is the evolved form of a CUBONE that has grown tough by overcoming the grief of losing its mother. Its tempered and hardened spirit is not easily broken.
marowak,105,8,It is small and was originally very weak. Its temperament turned ferocious when it began using bones.
marowak,105,9,"From its birth, this savage Pokémon constantly holds bones. It is skilled in using them as weapons."
marowak,105,10,It has been seen pounding boulders with the bone it carries in order to tap out messages to others.
marowak,105,11,It collects bones from an unknown place. Some whisper that a MAROWAK graveyard exists somewhere in the world.
marowak,105,12,Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokémon’s tempered and hardened spirit is not easily broken.
marowak,105,13,"Originally, it was weak and timid. After evolution, its temperament becomes violent, and it begins to wield bones as weapons."
marowak,105,14,"This Pokémon is out for vengeance on its natural enemy, Mandibuzz. It throws bones like boomerangs to try to take it down."
marowak,105,15,It throws bones at Mandibuzz to knock it down. It’s thought that Marowak is trying to avenge its parent.
marowak,105,16,They thump their bones rhythmically to communicate among themselves. There are nearly 50 different rhythmic patterns.
marowak,105,17,"Small and weak, this Pokémon is adept with its bone club. It has grown more vicious over the ages."
marowak,105,18,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon."
marowak,105,19,"When this Pokémon evolved, the skull of its mother fused to it. Marowak’s temperament also turned vicious at the same time."
hitmonlee,106,1,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides."
hitmonlee,106,2,"When kicking, the sole of its foot turns as hard as a diamond on im­ pact and destroys its enemy."
hitmonlee,106,3,This amazing POKé­ MON has an awesome sense of balance. It can kick in succession from any position.
hitmonlee,106,4,"If it starts kick­ ing repeatedly, both legs will stretch even long­ er to strike a fleeing foe."
hitmonlee,106,5,It is also called the Kick Master. It uses its elastic legs to execute every known kick.
hitmonlee,106,6,"HITMONLEE’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue."
hitmonlee,106,7,"Its legs freely stretch and contract. Using these springlike limbs, it bowls over foes with devastating kicks. After battle, it rubs down its tired legs."
hitmonlee,106,8,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.
hitmonlee,106,9,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra-long, loping strides."
hitmonlee,106,10,Its legs can stretch double. First-time foes are startled by its extensible reach.
hitmonlee,106,11,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.
hitmonlee,106,12,"If it starts kicking repeatedly, both legs will stretch even longer to strike a fleeing foe."
